gene,sig_population,Early_G1,Late_G1,S,G2_M,state
Tcf19,6,0.44388257,2.300169578,6.152147214,1.821407459,up
Chmp6,3,0.857263039,1.0845734,2.616867923,1.363030021,up
Ywhag,2,0.39676317,1.107609107,1.324020925,0.507652649,up
Rtn3,3,0.811256889,1.323053808,1.937512219,1.451767808,up
Prkag1,2,1.12889579,0.721306062,2.826366349,2.192851447,up
Ranbp3,2,0.572855961,1.255276328,2.107582451,1.621467706,up
Eif2d,4,0.251567122,1.677477457,2.502092819,1.68857925,up
Nsg1,3,0.172145874,0.855390207,1.377178376,0.247124791,up
Ube2g1,2,0.738751109,0.848123189,1.318874131,0.764958687,up
Fam195a,2,0.173942032,1.374822624,1.719004593,0.443050858,up
Gtf2f1,3,0.715662592,1.68801179,2.176891205,2.023827162,up
Zbtb8os,3,0.587979071,1.474816835,2.957649218,1.705176598,up
Tmem161a,2,0.273400483,0.773153305,1.85096147,0.073607973,up
Anp32a,2,0.978765819,1.272111885,1.365299363,1.122561619,up
Arf2,2,0.735820072,1.052905287,1.92529198,1.865390664,up
Sod1,3,-0.01838761,0.968185176,1.322636747,0.51192137,up
Smyd4,4,0.562955881,1.221793584,1.559835449,1.184404403,up
Mrps11,3,0.739354773,1.208836114,2.34280638,1.852923498,up
Naa40,5,0.791272464,1.144710734,3.06160929,0.833051577,up
Haus8,6,0.567950877,1.493604926,4.761942374,2.897181347,up
Tpm1,2,0.185344,0.859235792,0.991085638,0.170610504,up
Fastkd2,3,0.769385243,1.209535043,1.417012966,1.089532656,up
Rpf1,4,0.81763737,1.206577337,2.613059129,2.480800429,up
Mak16,2,0.735727326,1.058011438,1.683533882,1.38810335,up
Rars2,2,1.082170283,0.914608029,1.809285963,0.798931439,up
Oip5,6,0.621909007,1.117504741,3.604231379,3.445450222,up
Cldn25,2,0.832558253,0.820442211,1.345966578,0.618157494,up
Mina,2,0.636102207,1.317098283,1.578595285,1.079225757,up
Egfl7,2,1.030109889,0.980385549,2.497071729,0.754192925,up
Elmo2,4,0.332945562,1.666887355,2.103404354,1.98231316,up
Metap2,3,0.669998977,1.327144152,1.765438785,0.944720483,up
Hexa,2,-0.104793695,1.97638935,2.071151511,1.477348047,up
Sssca1,4,0.65219918,1.61232257,2.04833462,0.841848459,up
Fancg,4,0.855341119,1.395388467,2.033768928,1.153355048,up
Gnb1l,2,0.659296746,1.211369752,1.829311319,0.184649171,up
Paox,2,0.682401296,0.945584906,1.674385127,1.217476203,up
Pkig,3,0.6984079,1.062220713,1.249789779,0.851151226,up
Cct4,2,1.210559188,0.656462514,1.583503563,1.494531612,up
Chtf18,6,0.324517923,1.849114965,3.227774755,3.090826187,up
Bag5,2,1.044961387,1.09759885,2.134349433,1.149505972,up
Pop7,4,0.752675063,0.973072358,3.026611098,1.04957357,up
Fanci,6,0.512909153,1.727223274,4.138556843,3.454457704,up
Gng10,2,0.73698062,1.130356254,2.668133638,1.668606503,up
Pmm1,2,0.031190158,1.024897375,1.490003645,0.290288668,up
Npm1,4,0.761338147,1.001599498,1.10520771,0.586887555,up
Ddb2,2,0.465450472,0.893777201,1.391353022,0.441649566,up
Npepl1,2,0.349881961,1.224687441,1.232768587,-0.331556195,up
Gpx4,3,0.626450615,1.372161838,1.778571093,0.987805122,up
Tmem11,3,0.875764982,1.493997993,1.907200318,1.616256115,up
Tonsl,6,0.35555601,1.565862805,2.258662818,0.815327116,up
Dnajb11,4,0.686541135,1.571684926,1.985917469,1.38430074,up
Sumo2,2,0.897698668,0.98429436,1.084828815,0.843887229,up
Zdhhc16,4,0.04278324,1.897813998,2.620376961,2.352758173,up
Brca1,6,0.620639278,1.609360788,3.408434669,2.144794848,up
Hnrnpab,4,0.847824805,1.064440969,1.749359137,1.09665134,up
Gm20427,2,0.663458671,1.23228006,1.313497889,1.018122315,up
Znhit3,4,0.732988493,1.628753968,2.294516711,2.067158411,up
Xrcc3,6,0.445700925,1.716662118,1.792096468,1.383071397,up
Exosc3,3,0.572583932,1.055165961,1.555428483,1.146699336,up
Casp3,4,0.680375231,1.173314534,2.968125772,1.715132135,up
Nup155,6,0.644185988,1.447246101,2.904583349,1.695568297,up
Aup1,3,0.480271369,1.143640253,1.582860847,1.1675114,up
Ercc6l,6,0.3505398,1.948943074,3.280888818,2.705194546,up
Fxc1,3,0.981926938,1.392690765,2.30252392,1.435339561,up
Bcl2l12,4,0.619458015,1.202739766,2.09900659,1.346628939,up
Fam105a,2,0.67755834,1.239242847,1.250102704,0.730127907,up
Abcf1,2,0.6169311,1.164952609,2.230662399,1.261545134,up
Pgm2,2,0.464750424,0.86758565,1.071959817,0.086671721,up
Gadd45gip1,3,0.733603292,1.277821717,1.8535445,1.312434127,up
Gins3,6,0.559443708,1.413076159,1.848053811,1.551388815,up
Mrps22,4,0.530339383,1.237104787,2.440723062,1.889635254,up
Csda,2,0.503651354,1.013841541,1.576255614,0.476143613,up
Etf1,3,0.819607885,1.211377512,1.480661274,1.129755241,up
Emc6,3,0.999456986,1.129944667,2.64918633,1.646207627,up
Ybx1,2,0.634945418,1.362237983,1.931190758,1.29186738,up
Rrp1,2,0.623968518,1.306185431,1.317227429,0.88569485,up
Carkd,4,0.556232499,1.558043152,2.071793284,2.062001027,up
Rgs10,4,0.977994552,0.918274095,2.04451501,1.001700381,up
Mtbp,5,0.561750836,1.139581774,2.061999826,1.318672737,up
Ethe1,3,0.530601531,1.425400025,2.420122544,1.360822507,up
Cmah,3,0.605044138,0.998744815,1.22666961,0.361538877,up
Ndufs4,2,0.684440206,1.176489077,2.043293315,1.680790084,up
Tma16,2,0.706996447,1.175459612,1.185775484,0.531236304,up
Cep152,6,0.570919474,1.153583607,1.992399404,1.568156954,up
Polr2i,2,0.178858124,1.603753869,1.795899053,1.121628163,up
Klk8,3,1.026823423,0.722832897,1.709381522,0.567417699,up
Haghl,2,0.365442565,1.180647933,1.660511605,-0.090007084,up
Ccnd3,4,1.127715484,0.770699363,1.569131554,0.474559669,up
Cklf,2,0.611736992,1.424944682,1.53287854,1.334593396,up
Lsm12,4,0.589240167,1.463592703,2.119131839,1.142227612,up
Pcyt2,2,0.69521618,1.264223769,2.015877706,1.459146285,up
Nup133,5,-0.050372586,1.492262617,2.460599925,2.050959206,up
Tmed2,5,0.647203603,1.31122425,2.131482136,1.308544107,up
Cmc1,3,0.460098863,1.163415353,1.705301938,0.818254901,up
Thap7,3,0.156349969,1.09589518,1.939375769,-0.074109581,up
Tfg,2,0.85013172,1.001373622,2.220796182,1.276827467,up
Rps15,2,0.903311729,0.820800006,1.130108515,0.697410224,up
Timm9,2,0.951499955,0.987917749,2.268321066,1.337355805,up
Fkbp11,4,0.580286487,1.191149426,1.718888145,0.23189341,up
Ogdh,3,0.879071532,0.957833648,1.792419163,1.154747247,up
Hirip3,4,0.797071006,1.069247932,2.538116929,2.215346304,up
Wrap53,5,0.394285751,1.438741297,1.603990797,1.240096959,up
Cnp,3,0.647266267,1.565576642,1.946773722,1.698813989,up
Pnkd,3,1.368511599,0.522620306,1.855729274,1.543684134,up
Setdb2,3,0.411054577,1.167670126,1.272877578,1.189711894,up
Nif3l1,2,0.612582135,1.056830292,1.161460233,0.94359784,up
Trim37,4,0.412353705,1.229582012,1.565813754,0.809450063,up
Rbbp5,3,0.394811542,1.177046464,1.585871221,0.651502906,up
Decr1,2,1.018402226,0.747039363,1.912878011,1.051505117,up
Slc31a1,3,0.799157289,1.13641271,1.734085654,1.202393092,up
Ppp1cb,3,0.734302972,1.266017598,1.579114083,1.043254296,up
Srsf1,3,0.537096164,1.238849414,1.787944136,0.589862286,up
Ddt,2,0.654845382,1.028912426,1.331842294,0.865139464,up
Dars2,5,0.704543293,1.125609017,2.124050424,2.077486761,up
Pdss1,5,0.816739742,1.445899994,1.902007862,1.464122198,up
Slc25a10,4,0.545637095,1.312004171,2.923991575,1.423541372,up
Ccdc69,3,1.096922921,0.153285521,1.200777523,0.810984519,up
Snapc5,2,0.722981678,0.778804967,2.007923585,1.974350708,up
Qrich1,2,0.60580914,1.248930285,1.818073934,1.41774437,up
Qtrtd1,2,0.568385389,1.010010979,1.212247334,0.516557605,up
Mettl1,2,0.05804816,1.149909376,1.241845724,0.118715332,up
Srfbp1,2,0.297135905,1.220522798,1.62930923,0.825308285,up
Pycard,3,0.575457495,1.329591631,2.056687576,0.812826516,up
Eri3,2,0.520910861,1.199974173,1.584478796,1.144320376,up
Gcat,3,0.326840486,1.227995019,1.367580912,1.045722588,up
Zranb2,2,0.657913353,1.129225606,1.82943408,1.057543945,up
Tbc1d15,3,0.40317017,1.470726376,2.203289556,1.911622203,up
Ppp1r8,3,0.794755384,1.035359048,1.549508135,1.409012328,up
Mum1,3,0.374766396,1.063311102,2.039074335,0.602413642,up
Mrpl10,3,0.333959779,1.186561633,2.073802906,1.624969672,up
Ptma,6,0.865322681,1.031622903,1.217081794,0.912634755,up
Ddx27,3,0.163459225,1.480359912,2.214795249,1.402774429,up
Mycbp,6,0.56759776,1.146015607,2.43081552,1.87881963,up
Mlf1ip,6,-0.073955586,1.354531937,4.030163487,1.715197815,up
Mns1,6,0.372164837,1.254211526,3.963319916,3.297162975,up
Apoa1bp,2,0.566786011,1.493258593,1.731399314,1.366177636,up
Stag2,3,0.674963458,1.122291679,2.221720518,1.148156979,up
Hdlbp,3,1.06047348,0.970690393,2.101323317,1.120299443,up
E2f8,6,0.14988079,1.241242657,4.055033615,2.634927153,up
Uba1,2,0.575873332,1.199301364,1.889154549,1.687592697,up
Trub2,2,1.072358735,0.726855184,1.932954486,0.47622754,up
Ncln,4,0.605200612,1.142219088,1.442031794,1.056528799,up
Mrpl13,3,0.799487646,0.984022726,1.896927499,1.389560159,up
Aurkb,6,0.251112104,1.084533704,7.316587222,6.745067813,up
Nfx1,2,0.487923193,0.876040374,2.446581788,0.090655422,up
Cenpo,5,0.425745267,1.200543607,2.070473094,1.759343544,up
Utp3,2,0.954290169,0.659808808,2.071997997,1.759040873,up
Tmem205,3,0.581794315,1.042557854,1.486923494,1.168603942,up
AI413582,2,0.562952348,1.131152549,2.133861406,0.251708944,up
Sass6,5,0.525989305,1.139992,2.576362192,2.128062227,up
Apmap,3,0.536891703,1.026937221,2.337821453,1.229274089,up
Psmb4,2,0.078489699,1.551772463,1.993599324,1.987900002,up
Snrnp27,4,0.256159742,0.820664481,1.920723158,1.706693547,up
l7Rn6,2,0.859993708,1.007593003,3.145502013,2.114272726,up
Ndufs1,3,0.173194426,1.158040776,2.453011922,2.246997808,up
Bcl7a,5,0.498514755,1.111335735,1.257790437,0.554581949,up
Emc7,2,0.759379624,1.206525768,1.661830811,1.651103769,up
Dnajb1,2,0.660682138,1.132093703,2.081884883,1.621824631,up
Tcof1,3,0.63832646,1.135731202,2.125494936,0.856686052,up
Snord45c,3,0.601394053,1.050570524,2.323475368,0.641770878,up
Pus1,2,0.802113557,0.841061795,1.738249563,0.638448786,up
Copb1,2,-0.140578846,1.289189626,1.960009409,1.657881441,up
Nme6,3,0.757491609,1.12184578,2.016765543,1.812064159,up
Ltn1,4,0.449261307,1.308514621,1.736183719,1.671250992,up
Nat15,2,0.507626479,1.117545187,2.235152142,1.662881061,up
Rpap3,2,0.865736418,0.838563271,2.210352491,1.216976242,up
Gtf3a,4,0.632524064,0.87726162,2.813010066,1.150486504,up
Polr3h,3,0.350968702,1.036401487,1.836676355,0.886466979,up
Mrps35,2,0.240184672,1.165043876,1.750569148,0.941051647,up
Pds5b,3,0.693109194,0.881654584,2.217252103,1.63712947,up
Pdcl3,2,0.091028215,1.035862168,1.396192444,1.272766797,up
H2afj,3,0.655949935,1.067847236,1.368462848,0.659963333,up
Wars,3,0.122362001,1.114034469,1.302024496,0.595483253,up
Uap1,3,0.92736724,0.832455371,1.934949278,0.939088156,up
Pex11b,2,0.67201227,0.793153754,2.190974758,0.891454817,up
Srpr,3,0.138858738,1.179225048,1.959816271,1.17884572,up
Vps36,2,1.0279292,0.810934759,1.725113202,1.656968794,up
Galnt1,3,0.361761524,1.065705525,1.61212643,1.011631618,up
Arcn1,3,0.46802675,1.170328978,2.13652541,1.658451446,up
Ap3s2,2,0.771182776,0.775622728,1.553896697,0.769330985,up
Copg,3,0.991960497,0.670544731,1.815518996,1.563658664,up
D10Wsu102e,2,0.903028822,1.143686729,2.17070004,1.439396088,up
Pcm1,2,0.578249045,0.89948792,1.537050156,0.73817066,up
Plk4,6,0.172679916,1.089730685,2.697108369,2.352468143,up
Sar1a,2,1.141673354,1.082095588,2.054446182,1.816504902,up
Pop4,2,0.616154448,1.058066372,2.174289375,1.826398993,up
Kdm2b,2,0.573487893,0.887439167,1.319373346,0.457560977,up
Enkd1,5,0.548271793,0.897094728,1.545174393,0.671327172,up
Mnd1,5,0.006838304,1.109221734,2.101918804,1.313490106,up
Arl6,2,0.296783166,0.832504406,1.399380785,0.181022165,up
Mrps23,4,0.454167612,0.783080049,2.896133793,1.565769205,up
Gm3604,4,1.127272512,0.882676262,1.571961229,1.14985145,up
Wdr46,2,-0.054113986,1.101185314,1.494430909,0.270530069,up
Creld2,2,0.559880417,0.994909394,2.003125086,1.026670316,up
Pus7,2,0.311716279,0.835205338,1.530320638,0.272713117,up
Nvl,2,0.267433047,1.167626123,1.494171535,1.233612013,up
Ticam2,2,0.152951746,1.187610032,1.843795745,1.129727497,up
Actr1a,2,0.295471291,1.248721509,2.514910482,1.954113491,up
Ywhab,2,0.578907829,1.30305431,2.166308071,1.400687368,up
Sgk3,2,0.741963284,0.931274157,1.9096409,1.296564681,up
Flot2,2,0.596640683,0.938211112,1.864626209,0.742614609,up
Snord87,2,0.747410086,1.020258885,1.742167004,0.549805212,up
Gpd2,3,0.550552723,0.915691479,1.218328572,0.628042666,up
Kbtbd4,2,-0.166495239,0.620630176,1.606025383,0.500539909,up
Vps35,3,0.776430384,1.043787849,2.00768893,1.675484239,up
Abhd16a,2,0.430803004,1.217884395,1.248603625,0.965368153,up
Degs1,2,0.558985986,1.08765573,1.580973116,0.567160445,up
Aunip,6,0.198492117,1.184923159,2.216183904,1.561628862,up
Aen,2,0.562890259,1.120518529,1.269706188,0.713439341,up
Cdv3,2,0.441092471,0.684485123,1.991803259,0.794077441,up
Txndc17,3,0.203946712,1.173157159,2.366276886,1.75343755,up
Dhx29,2,0.314106957,0.640048059,1.528459556,0.363230201,up
Klhl22,4,0.738572296,0.95689834,1.752920641,0.482152298,up
Pter,2,0.789696841,0.763700407,1.184487825,0.97110263,up
BC030867,6,-0.042557342,0.965549771,3.249736766,2.690173705,up
Pum2,4,0.187322033,1.174048976,1.860405585,1.263513395,up
Ppif,5,0.575346264,1.276586779,1.433568472,0.912769158,up
Hspa5,2,0.855104271,0.933002376,1.473925282,0.990125633,up
Erp44,3,0.409181167,0.874519955,2.144949344,1.261971352,up
Nmt1,2,0.572873271,0.928616336,2.042837586,1.966067123,up
Pars2,3,0.688537186,0.925119113,2.18044199,0.876881996,up
Agpat2,3,0.465613641,0.55239206,1.252060899,0.502902534,up
Slc43a1,5,0.184301309,1.119624473,1.676084453,0.235248072,up
Mrps26,4,0.454132133,0.927554127,1.162464952,0.719233046,up
Dsn1,5,-0.058985353,1.201955805,2.97931217,2.538853902,up
Tubb6,3,0.320958942,0.975083393,2.407826305,0.767200153,up
Snd1,3,0.095169988,0.996973946,1.526503946,0.72514333,up
Xrcc1,3,0.237058074,0.904311998,1.414968367,1.115492287,up
Retsat,3,0.268403591,0.67695014,1.704437244,0.178859846,up
Fbxo5,6,0.176772128,0.725100857,5.630538805,5.11832302,up
Cln6,5,0.753456034,0.806591622,2.195338021,0.55755139,up
Cfp,2,0.460333633,1.087753949,2.061082737,0.44838209,up
Tex2,3,0.247839856,1.03817453,1.735003405,0.64809094,up
Katnb1,3,0.970977394,0.827059339,2.205440608,1.540108373,up
Tubgcp4,3,0.555723041,0.951067236,1.613478256,1.599950869,up
Tm9sf4,2,0.766922555,0.714397081,1.743485446,1.643873353,up
Hemgn,3,0.719403285,0.975937437,1.234810038,0.502331751,up
Hist1h2ap,6,0.109184555,0.756277318,5.17406981,4.336233342,up
Hist1h2ao,6,0.109184555,0.756277318,5.17406981,4.336233342,up
Uxs1,2,0.11880997,0.553221814,1.568470371,0.367861658,up
Ppia,6,0.768044619,0.925580809,1.177515699,0.750465755,up
Tmem41a,3,0.357882472,1.163816247,1.341834838,0.478521416,up
Tpd52l2,3,0.872394888,0.999973567,2.008784925,1.774749617,up
Rce1,2,0.462151734,1.067019603,1.389792767,1.28472031,up
Wdr83,2,0.167973646,0.909910974,1.927421953,1.07666025,up
Cnih4,2,0.5022397,0.886616092,1.320396248,1.290375572,up
Ube2e3,2,0.364755649,1.060620255,1.582890215,1.2656506,up
Pdia3,2,1.137906589,0.766804149,1.661042541,0.765267719,up
Srl,3,0.288184941,0.623553441,1.146496813,0.623047219,up
Ccdc57,4,0.020839246,0.915774212,0.94357476,0.60132202,up
Smc1a,2,0.581015419,0.919122948,1.539638112,1.52267914,up
Ccnh,3,0.212459368,1.21519049,1.374554193,1.257085065,up
Psd4,2,0.099409628,1.217796005,1.663762322,0.918807339,up
Tmem234,2,0.500972282,0.850248025,2.11318047,1.782417002,up
Cdk5rap3,2,0.515953885,0.928811864,2.443829609,0.670417812,up
Ghitm,2,0.719428179,1.137643816,1.651032161,1.074212945,up
Zranb3,5,0.387350876,0.891587125,2.365810971,1.403776316,up
Rad1,3,0.838806688,0.96827271,2.085377546,1.73493489,up
Ccdc107,3,-0.131685438,1.186530937,1.601305544,1.005308507,up
Commd2,2,0.605946112,1.105005542,1.818236692,1.223443949,up
Ptbp1,3,0.114150373,1.148176312,1.68378549,1.62557001,up
Armc8,2,0.483559728,0.908612149,1.060838316,0.954667006,up
Tsen15,2,0.319909378,1.077663267,2.280401341,0.965951243,up
Gfm1,3,0.368129278,1.077395446,1.676501537,1.353635066,up
BC003965,2,0.15919635,0.873606238,2.139245072,0.513979451,up
Pigu,4,0.510906436,0.998414517,2.068578165,1.996634047,up
Raf1,2,0.06532713,0.751354871,1.120006962,0.642184655,up
Nmnat3,3,1.101112132,0.504841324,1.761785803,-0.267463199,up
Psmf1,3,0.412577205,1.050239236,1.578990904,1.510694512,up
Rnaseh1,3,0.290598891,0.744398654,2.22394955,0.960147538,up
Zmym1,3,0.057363567,1.168811103,1.819158225,1.04846912,up
Ttf2,3,0.280511823,0.75187171,2.270065783,1.958107055,up
Tdrkh,4,-0.099375845,1.062926351,1.53487686,0.802918386,up
Magt1,4,0.275919116,0.775828845,1.779082849,1.241605799,up
Acer3,3,0.352217372,1.013471917,1.233777149,0.65845374,up
Ddx11,4,0.163926922,1.01831539,1.441024205,1.173693948,up
Lin9,3,-0.11469039,1.22046622,1.825301233,1.540090782,up
Tuba8,4,0.235857121,1.07190067,1.697634332,0.74289778,up
Nae1,4,0.380552076,1.228267615,1.634536539,1.113839766,up
Tmem183a,3,0.60118229,1.079486486,1.639994861,1.256642727,up
Als2,4,0.304356251,0.723560463,2.329885374,1.214536494,up
Tst,3,0.558741163,0.841561171,1.536945847,0.827177869,up
Timm44,2,0.44556994,0.665351367,2.047960515,0.864325347,up
Tmem199,2,0.759867488,0.775443082,1.331553744,1.184078199,up
Rrp36,3,0.666776129,0.725026585,1.940386577,1.576305465,up
Hist1h1a,4,0.253763024,0.744922182,2.95468333,2.932096919,up
Apool,2,0.710240805,0.810186494,1.210220697,1.08523177,up
Slc22a3,2,0.728341015,0.902591803,1.491294918,1.276446,up
Zfp41,3,0.455457691,0.887840088,1.282232928,1.226565244,up
Pfdn1,3,0.584900877,0.843329435,1.830239077,0.966193451,up
Brip1,6,0.100456925,0.426614375,3.278127739,1.691325073,up
Tpm2,4,-0.203306591,0.853841546,1.573796323,0.754933314,up
Ccp110,4,0.15075515,0.879613011,1.886472312,1.006394665,up
M6pr,2,0.344328867,0.806020648,1.484288189,0.998908613,up
Rbm12,3,0.782863409,0.886399988,1.543475696,1.36321182,up
Zfp410,3,1.096658419,0.228510201,1.499148014,1.396285759,up
Hist1h2ae,6,-0.160455208,0.223212627,4.539409635,4.215972478,up
Rbm8a,2,0.57637139,0.765384304,1.879957799,1.52312162,up
Tox4,3,0.705933498,0.706013109,1.796911761,1.546094055,up
G3bp2,2,0.67529987,0.780062379,1.522910252,1.144533846,up
Trappc2l,3,0.386928311,0.619232424,1.731138874,0.804256291,up
Papola,2,0.733094655,1.096355352,1.266141636,1.103549159,up
Rabl5,2,0.206598064,0.691559324,1.921393049,1.000451297,up
Zw10,4,0.260728035,0.957260791,2.255793606,1.946186424,up
Med18,2,0.794553063,0.468093034,2.990830262,0.70753273,up
Ino80e,2,0.192140202,0.987947906,1.705146926,1.428589211,up
Cdk2ap2,2,1.071902104,0.746480319,1.773818417,1.182160946,up
Alkbh7,3,0.197550908,0.787661664,1.462977252,0.449785024,up
Rpl31,2,0.703210452,0.926233419,1.02064064,0.813356001,up
Traip,3,-0.046362175,0.493924898,2.681197282,2.619999585,up
Pinx1,2,0.781050292,0.908172696,1.33066,0.762624902,up
Rnmtl1,2,0.349319174,0.627807264,1.725595928,0.817692992,up
S1pr3,2,0.733123696,0.839588919,1.605046457,0.973103614,up
B230120H23Rik,3,0.370008018,0.789890028,1.907008837,1.245566497,up
Uxt,4,0.769051916,0.743717257,1.99907015,1.735035204,up
Ccdc43,3,0.667942115,0.714056589,2.02886384,1.26603385,up
Mms19,2,0.466846031,0.615777451,1.812352439,1.774445155,up
Atm,2,0.444815108,0.778749854,1.623788311,0.848079426,up
Klhl23,3,0.793300571,0.990806522,1.143578592,1.019386383,up
Rmnd1,4,0.397010749,1.024854594,1.353456628,1.097345651,up
Pot1a,3,0.299037976,0.767658701,2.05031136,1.315170787,up
9-Sep,2,0.458910182,0.826032452,1.341457766,0.896712947,up
Bnip1,2,0.483010178,0.820534089,1.700575188,1.194443223,up
Alg6,3,0.748568307,0.756403154,1.747524418,0.538862162,up
E2f4,3,0.352545511,0.893369942,1.38727635,1.159246176,up
Ppp4r1,2,0.43575632,1.096279954,1.600980521,1.320617401,up
Dpp3,3,0.338254523,0.936315925,1.237523625,1.123965471,up
Klhdc4,4,0.970053555,0.818143449,1.699247782,1.671016361,up
Steap3,5,0.516008262,0.877380923,1.443336808,1.021953747,up
Mapre2,2,-0.043322721,0.946769604,1.293249649,0.828527655,up
Mut,2,0.061303929,0.706665245,1.616129582,1.127729281,up
Tyw1,2,0.1192494,0.786178805,1.374060689,0.629072254,up
Fam69a,2,-0.105689595,0.968738849,1.616754844,0.888292023,up
Sap30bp,2,0.140943468,1.000698574,1.842709518,1.382096157,up
Lmnb2,6,0.79335774,0.714787962,1.5749497,1.493200347,up
Tube1,6,0.176228191,0.581845894,2.262171769,1.710427142,up
Ccdc135,3,0.471504728,0.566374933,1.14440996,0.628675019,up
Pds5a,2,-0.070643939,0.837905248,1.364475093,0.760312337,up
Immp2l,2,0.569596199,0.709424351,1.358444634,0.385462068,up
Bola3,3,0.257886687,0.770989935,1.724989273,0.712365302,up
Cbwd1,3,0.224449811,0.421615382,1.226253538,0.722396338,up
Rnf8,3,0.632524651,0.829611737,1.468432272,0.998255655,up
Chd1l,3,0.613488345,0.703989812,2.086761976,1.508110699,up
Fam92a,2,0.809613799,0.703744995,2.069731321,0.904279023,up
Pcid2,4,0.403414293,0.770689151,1.834459206,1.741032804,up
Whsc1,3,0.105899401,0.798209381,1.746618404,0.847686358,up
Tor1aip2,3,0.759905193,0.555113154,1.333367606,0.472372893,up
Ap1m1,2,0.684741325,0.726789055,1.805848609,1.352394131,up
Ube2e1,2,0.004660133,0.82497655,1.679751583,0.864132416,up
Mrpl51,4,0.440630921,0.629353526,1.867238009,1.83277036,up
Fundc2,2,0.80886032,0.710020088,1.777072305,1.225906266,up
Cdpf1,3,-0.335678247,0.982610931,1.144688374,1.141431195,up
Pla2g4a,4,0.627853519,0.589757712,2.122095415,1.401498551,up
Ccdc53,3,-0.34450663,0.834330801,1.598053985,0.830398104,up
Lrrc8c,2,0.688585211,0.746406189,1.252371508,0.662998509,up
Gipc1,2,0.198131138,0.62230342,2.002315416,0.629437798,up
Dnase2a,2,0.035155982,0.676528079,1.683299925,1.510385821,up
Pcbp2,4,0.361680661,0.932706195,1.451783794,0.75913176,up
Cript,3,0.968797222,0.369190167,2.341351305,1.886029893,up
Exoc6,2,-0.048304855,0.917925011,1.3407567,1.291759443,up
Fdxr,2,0.292960362,0.887100077,1.377986819,0.617546914,up
Cnot10,2,0.323941165,0.802032417,1.13052006,1.006295845,up
Hist1h4i,5,0.062888802,0.079289988,2.793236492,1.990657185,up
Tsc2,2,0.111917753,0.670384789,0.931903693,0.435794304,up
Cby1,4,-0.006778096,0.38376759,2.174493861,1.808526806,up
Pgm1,2,0.749326496,0.540431012,1.812955865,0.887138823,up
Tmem216,2,0.480301151,0.585358491,1.030964765,1.007378523,up
Tspan6,4,0.089832298,0.879657322,1.122225804,0.855301349,up
Mrpl35,4,0.94111809,0.743790722,1.520970134,1.44344642,up
Gm561,2,0.820649239,0.608069389,1.05015951,0.820762011,up
Fntb,4,-0.144115851,0.596493804,1.851079596,1.181632853,up
Selrc1,3,0.065176018,0.627141056,1.485284423,0.395686335,up
Med15,2,0.653692067,0.554734087,1.751790062,1.454405654,up
Cog2,3,0.515079212,0.813212043,0.899484615,0.70077488,up
Cyfip1,2,0.204045581,0.43660269,1.952824781,1.352980644,up
Hist1h2ab,6,0.051871755,0.092179121,2.67905735,2.296223765,up
Pex19,2,0.40451675,0.824548818,1.336542646,0.763588247,up
Vrk2,2,0.396778664,0.61356004,1.673637074,1.148106821,up
Cryl1,3,0.700343972,0.713637105,1.255152405,0.994874456,up
Carhsp1,4,0.244428103,0.543254513,1.430444167,0.916871504,up
Rmi1,3,0.233417951,0.653634639,1.259594417,0.932620348,up
Dclre1a,6,0.511144871,0.709726738,1.366958937,0.880041502,up
Smg7,2,0.189454347,0.904443243,0.920370039,0.818406746,up
Rab1b,2,-0.016922264,0.768987667,1.507262363,1.039817146,up
Cdk6,5,0.622353704,0.947301263,0.948304341,0.883982842,up
Top1mt,4,0.665802629,0.644797325,1.736262615,0.672954208,up
Men1,3,0.249175463,0.799810551,1.447413629,1.110507002,up
Fam82a2,2,0.503503982,0.696419359,1.660304451,0.689897212,up
Gtpbp10,3,0.665513956,0.619539034,1.247962262,0.939220597,up
Ints10,3,0.444233984,0.36882532,1.803972333,1.332403002,up
Dgcr8,4,0.695973472,0.539745564,1.683197366,1.066274612,up
Ccdc6,2,0.075930881,0.756651238,1.217788115,1.003960994,up
Cnn3,3,0.212849073,0.897769377,1.282793521,0.978120162,up
Ecsit,4,0.608452547,0.632494267,1.024777196,0.869667822,up
Hdac6,2,0.685744895,0.581717047,1.427582773,1.14888401,up
Ttc37,2,0.706826262,0.808352425,1.105810772,0.883917422,up
Tfam,2,0.833613049,0.59250982,1.664093519,1.160494979,up
Dym,2,0.247597476,0.634169244,1.422982971,1.130605324,up
Usp8,2,-0.575166569,0.46838193,1.644949366,0.741379857,up
Mmgt1,4,0.4657149,0.429566585,1.685165435,1.049827162,up
Gpr89,2,0.108482378,0.861604052,0.993545467,0.94847312,up
Bnip3,2,0.355191279,0.271186114,0.723092903,0.359491967,up
Metap1,2,0.222500269,0.568855125,1.888414018,1.026000125,up
Gmds,4,-0.136270498,0.677812768,1.272052911,1.223455939,up
Mlf2,3,0.846320291,0.444836654,1.835659378,1.505837402,up
Ipp,4,0.575307877,0.655364212,1.193248604,0.410901676,up
Fam45a,3,0.41267362,0.458594021,0.917581348,0.847901647,up
Gemin5,2,0.317101742,0.691672317,1.353296776,1.037268199,up
Stard3nl,2,-0.353144302,0.523945738,1.36991076,0.780695962,up
Tmem167,3,0.53460837,0.837067084,1.296003571,1.165832327,up
